FIPS,# Population
22025,9494.0
22027,15670.0
22029,19259.0
22031,27463.0
22033,440059.0
22035,6861.0
22037,19135.0
22039,33395.0
22041,20015.0
22043,22389.0
22045,69830.0
22047,32511.0
22049,15744.0
22051,432493.0
22053,31368.0
22055,244390.0
22057,97614.0
22059,14892.0
22061,46742.0
22063,140789.0
22065,10951.0
22067,24874.0
22069,38158.0
22071,390144.0
22073,153279.0
22075,23197.0
22077,21730.0
22079,129648.0
22081,8442.0
22083,20122.0
22085,23884.0
22087,47244.0
22089,53100.0
22091,10132.0
22093,21096.0
22095,42837.0
22097,82124.0
22099,53431.0
22101,49348.0
22103,260419.0
22105,134758.0
22107,4334.0
22109,110461.0
22111,22108.0
22113,59511.0
22115,47429.0
22117,46194.0
22119,38340.0
22121,26465.0
22123,10830.0
22125,15568.0
22127,13904.0
2230,1183.0
2240,6893.0
2261,9202.0
2275,2502.0
2282,579.0
2290,5230.0
23001,108277.0
23003,67055.0
23005,295003.0
23007,30199.0
23009,54987.0
23011,122302.0
23013,39772.0
23015,34634.0
23017,57975.0
23019,152148.0
23021,16785.0
23023,35856.0
23025,50484.0
23027,39715.0
23029,31379.0
23031,207641.0
24001,70416.0
24003,579234.0
24005,827370.0
24009,92525.0
24011,33406.0
24013,168447.0
24015,102855.0
24017,163257.0
24019,31929.0
24021,259547.0
24023,29014.0
24025,255441.0
24027,325690.0
24029,19422.0
24031,1050688.0
24033,909327.0
24035,50381.0
24037,113510.0
24039,25616.0
24041,37181.0
24043,151049.0
24045,103609.0
24047,52276.0
24510,593490.0
25001,212990.0
25003,124944.0
25005,565217.0
25007,17332.0
25009,789034.0
25011,70180.0
25013,466372.0
25015,160830.0
25017,1611699.0
25019,11399.0
25021,706775.0
25023,521202.0
25025,803907.0
25027,830622.0
26001,10405.0
26003,9108.0
26005,118081.0
26007,28405.0
26009,23324.0
26011,14883.0
26013,8209.0
26015,61550.0
26017,103126.0
26019,17766.0
26021,153401.0
26023,43517.0
26025,134159.0
26027,51787.0
26029,26143.0
26031,25276.0
26033,37349.0
26035,30950.0
26037,79595.0
26039,14029.0
26041,35784.0
26043,25239.0
26045,110268.0
26047,33415.0
26049,405813.0
26051,25449.0
26053,13975.0
26055,93088.0
26057,40711.0
26059,45605.0
26061,35684.0
26063,30981.0
26065,292406.0
26067,64697.0
26069,25127.0
26071,11066.0
26073,69872.0
26075,158510.0
26077,265066.0
26079,18038.0
26081,656955.0
26083,2116.0
26085,11853.0
26087,87607.0
26089,21761.0
26091,98451.0
26093,191995.0
26095,6229.0
26097,10799.0
26099,873972.0
26101,24558.0
26103,66699.0
26105,29144.0
26107,43453.0
26109,22780.0
26111,83156.0
26113,15118.0
26115,150500.0
26117,63888.0
26119,9328.0
26121,173566.0
26123,48980.0
26125,1257584.0
26127,26467.0
26129,20997.0
26131,5720.0
26133,23460.0
26135,8241.0
26137,24668.0
26139,291830.0
26141,12592.0
26143,24019.0
26145,190539.0
26147,159128.0
26149,60964.0
26151,41170.0
26153,8094.0
26155,68122.0
26157,52245.0
26159,75677.0
26161,367601.0
26163,1749343.0
26165,33631.0
27001,15886.0
27003,356921.0
27005,34423.0
27007,47188.0
27009,40889.0
27011,4991.0
27013,67653.0
27015,25008.0
27017,35871.0
27019,105089.0
27021,29779.0
27023,11800.0
27025,56579.0
27027,64222.0
27029,8818.0
27031,5463.0
27033,11196.0
27035,65055.0
27037,429021.0
27039,20934.0
27041,38141.0
27043,13653.0
27045,21067.0
27047,30281.0
27049,46340.0
27051,5972.0
27053,1265843.0
27055,18600.0
27057,21491.0
27059,40596.0
27061,45130.0
27063,9846.0
27065,16337.0
27067,43199.0
27069,4298.0
27071,12229.0
27073,6623.0
27075,10641.0
27077,3740.0
27079,28887.0
27081,5639.0
27083,25474.0
27085,35893.0
27087,5527.0
27089,9336.0
27091,19683.0
27093,23222.0
27095,26277.0
27097,33386.0
27099,40062.0
27101,8194.0
27103,34274.0
27105,21629.0
27107,6375.0
27109,158293.0
27111,58746.0
27113,14119.0
27115,29579.0
27117,9126.0
27119,31364.0
27121,11249.0
27123,550321.0
27125,4055.0
27127,15170.0
27129,14548.0
27131,66972.0
27133,9315.0
27135,15165.0
27137,199070.0
27139,149013.0
27141,97238.0
27143,14865.0
27145,161075.0
27147,36649.0
27149,9805.0
27151,9266.0
27153,24664.0
27155,3259.0
27157,21627.0
27159,13682.0
27161,18612.0
27163,262440.0
27165,10897.0
27167,6207.0
27169,50484.0
27171,138377.0
27173,9709.0
28001,30693.0
28003,36953.0
28005,12297.0
28007,18174.0
28009,8259.0
28011,30628.0
28013,14361.0
28015,9947.0
28017,17103.0
28019,8210.0
28021,8988.0
28023,15541.0
28025,19316.0
28027,22124.0
28029,28065.0
28031,18636.0
28033,184945.0
28035,74897.0
28037,7713.0
28039,24500.0
28041,13586.0
28043,20758.0
28045,47632.0
28047,208080.0
28049,231840.0
28051,17010.0
28053,8064.0
28055,1327.0
28057,23390.0
28059,143617.0
28061,16383.0
28063,6990.0
28065,11128.0
28067,68098.0
28069,9742.0
28071,54019.0
28073,63343.0
28075,74125.0
28077,12586.0
28079,22786.0
28081,85436.0
28083,28183.0
28085,34153.0
28087,58595.0
28089,106272.0
28091,24573.0
28093,35294.0
28095,35252.0
28097,9775.0
28099,29118.0
28101,21018.0
28103,10417.0
28105,49587.0
28107,34192.0
28109,55535.0
28111,11973.0
28113,39288.0
28115,32174.0
28117,25126.0
28119,6792.0
28121,155271.0
28123,28124.0
28125,4321.0
28127,26658.0
28129,15916.0
28131,18336.0
28133,25110.0
28135,13809.0
28137,28321.0
28139,22015.0
28141,19383.0
28143,9632.0
28145,28815.0
28147,14286.0
28149,45381.0
28151,43909.0
28153,20183.0
28155,9689.0
28157,8630.0
28159,17955.0
28161,12108.0
28163,29690.0
29001,25343.0
29003,17712.0
29005,5143.0
29007,25388.0
29009,35789.0
29011,11754.0
29013,16172.0
29015,19443.0
29017,12133.0
29019,180463.0
29021,87364.0
29023,42478.0
29025,9020.0
29027,44743.0
29029,46305.0
29031,78871.0
29033,8679.0
29035,5982.0
29037,105780.0
29039,14349.0
29041,7426.0
29043,88595.0
29045,6797.0
29047,249948.0
29049,20387.0
29051,76745.0
29053,17709.0
29055,23920.0
29057,7561.0
29059,16878.0
29061,8278.0
29063,12547.0
29065,15573.0
29067,13185.0
29069,29131.0
29071,103967.0
29073,14706.0
29075,6571.0
29077,293086.0
29079,9850.0
29081,8352.0
29083,21824.0
29085,9544.0
29087,4403.0
29089,10001.0
29091,40117.0
29093,10125.0
29095,703011.0
29097,121328.0
29099,225081.0
29101,54062.0
29103,3959.0
29105,35723.0
29107,32708.0
29109,38355.0
29111,9776.0
29113,59013.0
29115,11920.0
29117,15227.0
29119,22837.0
29121,15117.0
29123,12088.0
29125,8697.0
29127,28530.0
29129,3617.0
29131,25619.0
29133,13180.0
29135,16132.0
29137,8644.0
29139,11551.0
29141,20627.0
29143,17076.0
29145,58236.0
29147,22092.0
29149,10529.0
29151,13615.0
29153,9174.0
29155,15805.0
29157,19136.0
29159,42339.0
29161,44573.0
29163,18302.0
29165,104418.0
29167,32149.0
29169,52607.0
29171,4696.0
29173,10309.0
29175,24748.0
29177,23018.0
29179,6270.0
29181,13288.0
29183,402022.0
29185,9397.0
29186,17894.0
29187,67215.0
29189,994205.0
29195,22761.0
29197,4660.0
29199,4902.0
29201,38280.0
29203,8166.0
29205,5930.0
29207,29025.0
29209,31952.0
29211,6089.0
29213,55928.0
29215,25398.0
29217,20563.0
29219,35649.0
29221,24730.0
29223,12873.0
29225,39592.0
29227,2013.0
29229,18289.0
29510,300576.0
30001,9453.0
30003,13319.0
30005,6681.0
30007,6237.0
30009,10725.0
30011,1252.0
30013,81366.0
30015,5635.0
30017,11402.0
30019,1690.0
30021,8613.0
30023,9140.0
30025,2846.0
30027,11050.0
30029,103806.0
30031,114434.0
30033,1258.0
30035,13753.0
30037,821.0
30039,3379.0
30041,16484.0
30043,12221.0
30045,2007.0
30047,30458.0
30049,69432.0
30051,2337.0
30053,19980.0
30055,1664.0
30057,8600.0
30059,1862.0
30061,4397.0
30063,119600.0
30065,4633.0
30067,16606.0
30069,487.0
30071,3954.0
30073,5911.0
30075,1682.0
30077,6890.0
30079,1077.0
30081,43806.0
30083,10803.0
30085,11004.0
30087,8937.0
30089,12113.0
30091,3309.0
30093,34915.0
30095,9642.0
30097,3737.0
30099,6147.0
30101,4736.0
30103,696.0
30105,7396.0
30107,2126.0
30109,969.0
30111,161300.0
31001,31363.0
31003,6298.0
31005,463.0
31007,745.0
31009,465.0
31011,5192.0
31013,10783.0
31015,1919.0
31017,2955.0
31019,49659.0
31021,6459.0
31023,8016.0
31025,26248.0
31027,8402.0
31029,3924.0
